-448,-40,54,-459,-41,-38,631,-78,43,480,-68,84,
-455,-38,-70,-517,-62,-82,582,-63,86,497,-26,183,
-455,-38,-70,-517,-62,-82,465,-66,115,529,5,154,
-495,-61,-53,-548,-49,-62,359,-64,99,529,5,154,
-507,-61,-53,-501,-20,19,359,-64,99,566,-29,45,
-507,-50,13,-501,-20,19,381,-73,66,610,-57,-68,
-542,-30,73,-403,-33,124,469,-80,53,610,-57,-68,
-542,-30,73,-345,-68,174,469,-80,53,598,-45,-141,
-535,-39,50,-345,-68,174,566,-71,64,539,-22,-141,
-476,-22,-47,-384,-101,132,617,-69,95,539,-22,-119,
-476,-22,-47,-460,-106,62,617,-69,95,472,-17,-14,
-411,-45,-3,-518,-66,44,503,-97,82,451,1,65,
-411,-45,-3,-545,-16,81,503,-97,82,504,3,63,
-451,-49,142,-545,-16,81,490,-85,18,571,3,63,
-470,-32,217,-512,5,102,536,-73,18,571,-49,68,
-470,-32,217,-459,-27,24,536,-73,-38,583,-73,143,
-459,-46,130,-459,-27,24,645,-90,-18,583,-73,143,
-477,-59,-17,-434,-78,-108,686,-90,-18,538,-62,195,
-477,-59,-17,-448,-63,-132,686,-108,73,505,-33,127,
-555,-68,-72,-448,-63,-132,624,-113,126,505,-33,127,
-602,-53,14,-474,-33,-10,624,-113,126,532,-16,-3,
-602,-53,14,-489,-26,159,534,-109,111,565,-97,-140,
-554,-13,121,-489,-26,159,495,-103,64,565,-97,-140,
-481,-7,143,-493,0,255,495,-103,64,556,-154,-198,
-481,-7,143,-476,-10,196,529,-107,52,526,-109,-129,
-431,-22,60,-476,-10,196,626,-116,90,526,-109,-129,
-397,-41,-88,-455,-80,66,626,-116,90,502,-27,18,
-397,-41,-88,-458,-103,-17,680,-94,176,465,36,149,
-422,-66,-160,-458,-103,-17,573,-64,226,465,36,149,
-480,-65,-111,-459,-52,-18,573,-64,226,457,75,139,
-480,-65,-111,-447,4,-18,439,-69,184,513,59,22,
-510,-37,12,-447,4,68,383,-98,115,513,59,22,
-491,-30,107,-435,34,180,383,-98,115,569,-40,-99,
-491,-30,107,-404,34,180,431,-144,63,575,-84,-148,
-439,-12,85,-404,15,193,544,-169,58,575,-84,-148,
-431,-15,85,-358,-9,64,544,-169,58,535,-55,-99,
-431,-15,4,-368,-9,64,571,-148,99,497,-14,12,
-471,-75,-24,-368,-28,-77,532,-118,125,497,-14,12,
-466,-82,-24,-430,-40,-114,532,-118,125,492,17,77,
-466,-82,24,-430,-40,-114,510,-114,107,513,5,59,
-378,-51,78,-481,-29,-51,490,-106,66,513,5,59,
-306,-51,78,-534,-17,46,490,-106,66,516,-51,21,
-306,-67,81,-534,-17,46,471,-70,54,521,-77,-11,
-299,-63,25,-555,-25,92,486,-56,84,521,-77,-11,
-299,-63,25,-527,-41,94,486,-56,84,536,-55,1,
-330,-24,-31,-527,-41,94,505,-62,118,520,-39,1,
-404,16,-79,-488,-42,108,501,-62,118,520,-39,32,
-404,16,-79,-458,-36,121,501,-82,137,490,-40,8,
-491,34,-79,-458,-36,121,496,-104,135,499,-47,8,
-522,6,-15,-424,-14,127,496,-104,135,499,-47,-39,
-522,6,-15,-412,-27,143,477,-91,99,539,-63,-84,
-492,-4,53,-412,-27,143,485,-66,39,548,-63,-84,
-429,-20,92,-415,-64,118,485,-66,39,548,-107,-86,
-429,-20,92,-404,-70,19,547,-51,31,516,-115,35,
-424,-50,62,-404,-70,19,579,-54,66,516,-115,35,
-504,-61,-7,-399,-66,-101,579,-54,66,474,-64,157,
-504,-61,-7,-400,-44,-145,545,-32,86,458,-21,194,
-554,-56,-29,-400,-44,-145,484,-16,92,458,-21,194,
-558,-36,21,-407,-41,-94,484,-16,92,474,-14,146,
-558,-36,21,-391,-33,27,472,-50,66,515,-53,12,
-536,-17,96,-391,-33,27,515,-73,24,515,-53,12,
-509,-6,144,-361,-13,128,515,-73,24,530,-93,-86,
-509,-6,144,-341,-16,143,567,-83,30,531,-84,-117,
-517,-13,118,-341,-16,143,608,-85,60,531,-84,-117,
-548,-37,55,-354,-34,124,608,-85,60,527,-28,-81,
-548,-37,55,-414,-55,106,578,-83,90,519,-1,-9,
-558,-39,-17,-414,-55,106,532,-65,97,519,-1,-9,
-526,-31,-18,-471,-33,104,532,-65,97,542,-7,-5,
-526,-31,-18,-504,-13,104,513,-67,78,559,-10,-49,
-472,-27,49,-504,-13,116,504,-80,59,559,-10,-49,
-423,-19,67,-510,-26,105,504,-80,59,581,-30,-86,
-423,-19,67,-499,-26,105,524,-67,57,591,-30,-70,
-410,-28,41,-499,-32,55,539,-58,57,591,-30,-70,
-437,-32,41,-466,-38,-20,539,-58,59,562,-21,-10,
-437,-32,-1,-437,-38,-20,533,-44,66,532,-22,21,
-493,9,-10,-437,-41,-71,530,-44,66,532,-22,21,
-516,34,-10,-466,-33,-72,530,-50,79,548,-35,-14,
-516,34,30,-466,-33,-72,532,-79,76,552,-57,-62,
-474,9,71,-489,-42,-31,532,-79,76,552,-57,-62,
-434,9,71,-493,-33,43,523,-77,68,524,-76,-69,
-422,-17,90,-492,-22,123,545,-53,64,504,-55,-76,
-422,-9,93,-492,-22,123,578,-74,78,466,-20,-92,
-443,4,75,-466,-34,154,578,-74,78,466,-20,-92,
-443,4,75,-453,-49,142,571,-97,102,432,-28,-63,
-483,-14,57,-453,-49,142,564,-91,109,435,-26,-63,
-492,-19,46,-460,-46,114,564,-91,109,435,-26,-27,
-492,-19,46,-492,-22,85,567,-82,74,450,-4,3,
-476,-10,34,-492,-22,85,582,-75,47,460,-4,3,
-452,-42,35,-514,-1,52,582,-75,47,460,-14,44,
-452,-42,35,-504,-8,-8,605,-84,64,485,-38,66,
-440,-72,32,-503,-33,-39,600,-99,98,500,-49,60,
-461,-71,2,-503,-33,-39,578,-105,138,507,-49,60,
-499,-82,0,-471,-63,4,580,-118,142,547,-72,-9,
-499,-82,0,-471,-63,4,575,-111,108,547,-72,-9,
-506,-36,12,-456,-33,43,575,-111,108,548,-59,-37,
-506,-36,12,-458,-19,29,550,-95,50,549,-53,-21,
-485,7,41,-458,-19,29,570,-77,23,579,-37,39,
-466,21,41,-463,-16,4,570,-77,23,579,-37,39,
-466,21,41,-474,-18,8,599,-66,47,556,-27,77,
-493,-12,22,-474,-18,8,597,-77,47,556,-27,77,
-526,-36,23,-480,-51,35,597,-77,48,530,-29,56,
-526,-36,23,-476,-73,67,557,-85,35,527,-20,9,
-511,-24,23,-476,-73,67,541,-83,35,527,-20,9,
-498,10,27,-464,-51,63,541,-83,62,526,-44,-12,
-498,10,27,-462,-34,63,595,-91,104,512,-67,14,
-485,32,31,-462,-34,13,634,-105,110,512,-67,14,
-486,18,33,-487,-39,-23,634,-105,110,483,-35,45,
-453,2,31,-489,-28,-2,606,-98,94,486,-8,47,
-469,-49,38,-457,-53,44,467,-35,69,525,-27,18,
-489,-45,43,-430,-42,52,441,-56,52,538,-32,28,
-481,-15,13,-408,-36,34,503,-83,78,503,-30,46,
-464,-23,-4,-395,-34,12,507,-85,98,503,-30,46,
-460,-23,-4,-401,-32,28,507,-85,98,485,-39,37,
-460,-39,8,-413,-42,74,466,-89,98,523,-53,-6,
-451,-31,35,-413,-42,74,483,-84,91,537,-53,-6,
-427,-27,45,-394,-52,124,483,-84,91,537,-53,-62,
-435,-27,45,-379,-48,125,520,-89,85,514,-41,-72,
-435,-19,43,-379,-48,125,504,-84,85,503,-32,-72,
-443,-25,23,-437,-50,53,478,-72,82,495,-31,21,
-420,-61,-12,-437,-50,53,472,-86,77,508,-31,21,
-402,-96,-16,-440,-40,18,473,-86,77,508,13,62,
-434,-101,8,-444,-19,11,473,-93,71,527,27,51,
-434,-101,8,-440,-12,43,480,-99,62,529,-34,-2,
-465,-94,42,-440,-12,43,506,-102,62,529,-34,-2,
-477,-90,39,-425,-6,58,506,-102,48,514,-47,-15,
-477,-90,39,-438,-16,40,531,-91,52,483,-32,29,
-472,-61,18,-438,-16,40,562,-91,52,483,-32,29,
-456,-20,2,-462,-31,25,562,-98,69,463,-40,49,
-456,-20,2,-458,-5,27,579,-121,71,466,-25,19,
-449,-34,13,-458,-5,27,579,-121,71,466,-25,19,
-449,-59,70,-460,7,48,575,-103,72,491,-25,-14,
-449,-59,70,-476,-17,77,553,-78,40,513,-34,-33,
-453,-40,106,-476,-17,77,553,-78,40,513,-34,-33,
-451,-25,84,-477,-44,80,536,-89,21,516,-14,-26,
-451,-25,84,-465,-50,37,560,-97,59,504,2,23,
-463,-27,26,-465,-50,37,560,-97,59,504,2,23,
-469,-7,-14,-482,-34,-12,581,-105,89,512,-18,50,
-469,-7,-14,-516,-29,-12,605,-92,93,525,-36,30,
-455,-19,9,-516,-29,-9,605,-92,93,525,-36,30,
-466,-49,36,-522,-53,40,611,-60,76,531,-39,-6,
-566,-36,24,-484,-59,68,577,-79,77,556,-73,-79,
-524,-35,24,-478,-54,57,554,-89,88,572,-56,-61,
-524,-35,1,-485,-54,57,553,-91,99,577,-24,-19,
-484,-23,0,-497,-62,36,556,-82,88,562,-36,-16,
-472,-24,25,-497,-62,45,556,-82,88,562,-36,-16,
-483,-33,59,-497,-62,81,563,-78,64,535,-52,-61,
-488,-33,59,-484,-49,95,560,-86,72,513,-46,-95,
