-478,-66,-21,-435,-33,89,557,-93,122,503,-50,-79,
-440,-49,-17,-449,-19,79,538,-93,122,495,-30,-44,
-428,-54,1,-449,-19,79,538,-112,119,491,-9,-11,
-428,-54,1,-461,-22,72,494,-121,111,509,-8,-6,
-453,-41,3,-448,-17,53,494,-121,111,509,-8,-6,
-481,-26,3,-448,-17,53,463,-119,97,541,-53,-23,
-481,-26,17,-426,-15,66,468,-111,71,552,-103,-44,
-540,-13,68,-409,-27,79,487,-105,71,552,-103,-44,
-565,15,68,-409,-27,79,487,-105,49,538,-129,-54,
-565,15,121,-424,-39,49,502,-111,33,557,-138,-22,
-490,15,140,-466,-45,16,502,-111,33,557,-138,-22,
-415,15,140,-466,-45,16,510,-111,21,570,-117,45,
-415,-2,145,-505,-64,-15,542,-104,6,529,-77,86,
-380,-23,160,-526,-66,-15,542,-104,6,529,-77,86,
-380,-23,160,-526,-66,-52,561,-114,-17,510,-71,122,
-407,-33,132,-539,-44,-73,559,-122,-2,498,-68,122,
-412,-16,68,-532,-44,-73,559,-122,-2,498,-68,162,
-412,-16,68,-532,-51,-54,591,-120,28,502,-54,144,
-406,-32,22,-494,-47,-22,590,-122,68,504,-54,144,
-442,-86,-13,-466,-47,-22,590,-122,68,504,-53,103,
-442,-86,-13,-466,-32,2,537,-122,100,502,-44,68,
-453,-111,-10,-470,-48,36,506,-116,112,502,-44,68,
-448,-102,11,-470,-48,36,506,-116,112,531,-27,18,
-448,-102,11,-474,-55,74,511,-123,124,554,-19,-28,
-432,-82,-5,-442,-33,99,513,-130,120,554,-19,-28,
-454,-75,-25,-442,-33,99,513,-130,120,568,-4,-50,
-454,-75,-25,-382,-22,101,501,-136,101,558,-14,-50,
-491,-115,-29,-360,-24,85,502,-136,101,558,-14,-50,
-466,-137,-43,-360,-24,85,502,-136,99,534,-38,-40,
-466,-137,-43,-376,-25,81,496,-116,122,512,-18,-19,
-404,-129,-65,-402,-22,85,477,-116,138,512,-18,-19,
-432,-116,-69,-402,-22,85,477,-116,138,479,0,-20,
-432,-116,-69,-430,-30,62,466,-133,143,474,-7,-39,
-497,-125,-62,-436,-31,41,466,-133,143,474,-7,-39,
-505,-117,-26,-436,-31,41,476,-131,128,488,-37,-42,
-505,-117,-26,-424,-41,44,523,-127,89,498,-67,-37,
-495,-83,22,-405,-62,55,523,-127,89,498,-67,-37,
-470,-76,39,-405,-62,55,545,-135,51,490,-78,-37,
-470,-76,39,-409,-55,48,539,-155,46,486,-68,-5,
-446,-75,63,-459,-52,25,539,-155,46,486,-68,-5,
-421,-81,90,-459,-52,25,555,-157,57,504,-66,27,
-421,-81,90,-517,-67,27,573,-146,62,512,-68,28,
-396,-45,109,-551,-68,41,573,-146,62,512,-68,28,
-375,-15,109,-551,-68,41,562,-121,55,509,-88,33,
-375,-15,121,-560,-48,19,557,-96,38,511,-116,25,
-358,-26,104,-558,-52,-11,557,-96,38,511,-116,25,
-367,-26,104,-558,-52,-11,577,-107,43,518,-79,28,
-367,-49,97,-548,-70,-19,573,-109,69,515,-50,3,
-401,-66,109,-514,-66,-16,573,-109,69,515,-50,3,
-427,-66,109,-514,-66,-16,542,-100,67,520,-51,-32,
-427,-53,115,-479,-48,2,518,-103,54,543,-58,-32,
-442,-44,101,-450,-39,2,518,-103,54,543,-58,-9,
-442,-44,101,-450,-39,20,490,-107,38,556,-83,-1,
-486,-45,70,-427,-32,31,475,-99,37,533,-83,-1,
-499,-49,48,-435,-51,31,475,-99,37,533,-73,-1,
-499,-49,48,-435,-51,56,467,-106,76,535,-59,15,
-449,-58,45,-426,-63,71,484,-115,100,535,-59,15,
-442,-83,27,-406,-63,71,484,-115,100,539,-56,16,
-442,-83,27,-406,-59,49,507,-90,95,525,-39,24,
-480,-97,-17,-413,-67,10,499,-85,95,525,-39,24,
-520,-89,-56,-413,-67,10,499,-85,100,498,-53,63,
-520,-89,-56,-425,-52,-9,515,-115,112,496,-53,79,
-532,-76,-46,-425,-31,5,551,-115,112,496,-53,79,
-538,-61,-12,-425,-31,5,551,-155,120,515,-44,63,
-538,-61,-12,-431,-35,28,564,-161,115,484,-55,22,
-507,-90,7,-450,-52,61,564,-161,115,484,-55,22,
-469,-101,48,-450,-52,61,548,-131,89,486,-75,-29,
-469,-101,48,-462,-67,92,544,-120,58,513,-73,-14,
-479,-88,86,-474,-74,94,544,-120,58,513,-73,-14,
-470,-66,91,-474,-74,94,545,-119,43,529,-75,-7,
-470,-66,91,-467,-74,66,551,-138,49,533,-64,-10,
-492,-35,61,-486,-71,37,551,-138,49,533,-64,-10,
-519,-41,41,-486,-71,37,574,-149,55,499,-30,28,
-519,-41,41,-501,-76,-2,572,-129,68,476,-6,58,
-494,-41,57,-492,-81,-11,572,-129,68,476,-6,58,
-450,-29,62,-492,-81,-11,555,-103,67,486,15,47,
-450,-29,62,-498,-84,-3,560,-94,70,497,-15,28,
-453,-26,61,-497,-76,-15,560,-94,70,497,-15,28,
-481,-49,61,-497,-76,-15,585,-123,72,485,-44,19,
-481,-49,47,-516,-58,-7,577,-146,66,461,-46,19,
-484,-78,35,-509,-41,-1,577,-146,66,461,-46,-17,
-482,-78,35,-509,-41,-1,563,-130,60,456,-31,-38,
-482,-74,61,-483,-23,6,570,-107,50,470,-46,-38,
-451,-20,86,-474,-11,47,570,-107,50,470,-46,-38,
-424,-20,86,-474,-11,47,554,-103,62,493,-71,-61,
-424,2,94,-467,-41,96,556,-110,71,504,-71,-61,
-441,-22,18,-468,-60,151,560,-104,72,502,-52,-111,
-459,-17,18,-451,-58,134,516,-98,79,501,-52,-102,
-459,-17,18,-451,-58,134,483,-108,86,508,-84,-88,
-461,-17,30,-421,-57,107,494,-113,92,521,-86,-81,
-461,-30,42,-416,-63,79,490,-79,73,509,-76,-10,
-478,-45,35,-405,-62,50,537,-63,70,504,-82,4,
-462,-54,9,-415,-52,10,555,-69,78,505,-45,15,
-462,-78,-9,-436,-47,-37,540,-62,82,526,-15,26,
-462,-78,-9,-443,-55,-72,534,-65,103,528,-14,51,
-449,-114,-14,-439,-69,-60,534,-65,103,528,-14,51,
-449,-118,-7,-439,-69,-60,530,-96,110,533,-22,76,
-449,-118,-7,-428,-52,-16,529,-114,103,556,-17,61,
-506,-99,-17,-404,-38,18,529,-114,103,556,-17,61,
-535,-81,-5,-404,-38,18,521,-132,94,546,-33,25,
-535,-81,-5,-390,-34,34,528,-140,92,535,-53,-8,
-489,-81,32,-421,-23,38,528,-140,92,535,-53,-8,
-444,-94,40,-458,-21,59,521,-139,92,507,-54,-19,
-468,-84,24,-474,-52,86,511,-153,92,500,-50,-39,
-448,-70,24,-474,-52,86,501,-160,95,497,-67,-32,
-466,-49,66,-459,-29,58,519,-134,86,502,-65,-9,
-447,-38,75,-466,-29,58,524,-105,76,518,-37,2,
-422,-61,77,-476,-71,30,509,-92,78,518,-30,27,
-443,-69,64,-476,-71,30,493,-82,78,515,-39,38,
-427,-25,30,-463,-42,78,508,-97,94,489,-79,-24,
-415,-58,26,-481,-45,74,515,-98,121,488,-54,-41,
-426,-46,9,-464,-47,54,530,-97,109,493,-34,-12,
-445,-28,7,-436,-42,44,530,-97,109,493,-34,-12,
-467,-35,51,-430,-36,46,538,-98,106,481,-17,30,
-478,-63,59,-440,-30,24,548,-115,111,468,-2,50,
-462,-73,21,-434,-20,22,526,-130,105,497,2,49,
-455,-93,38,-429,-39,29,527,-133,85,505,-6,29,
-430,-88,61,-458,-41,45,508,-123,54,508,-46,4,
-437,-66,44,-456,-33,69,510,-107,61,527,-44,-28,
-423,-53,33,-452,-29,73,510,-107,51,527,-39,-53,
-411,-50,34,-453,-24,69,510,-116,56,522,-52,-75,
-411,-88,29,-460,-31,26,535,-112,77,511,-46,-33,
-422,-103,26,-473,-35,-1,535,-112,77,511,-46,-33,
-461,-82,25,-482,-46,9,538,-118,114,496,-45,-1,
-455,-68,44,-454,-49,23,542,-117,102,502,-43,-1,
-479,-75,30,-467,-62,27,541,-134,96,504,-33,-4,
-493,-66,10,-467,-65,41,518,-135,100,496,-31,-15,
-490,-36,-5,-473,-57,64,553,-97,106,496,-42,-51,
-490,-36,3,-470,-37,68,553,-97,106,496,-42,-51,
-494,-60,20,-458,-24,76,562,-118,98,489,-20,-54,
-503,-84,19,-463,-47,97,573,-121,95,475,-25,-55,
-534,-98,15,-449,-58,96,571,-102,90,495,-40,-39,
-535,-80,26,-445,-44,77,561,-107,87,521,-50,-9,
-496,-50,31,-445,-44,77,569,-112,99,520,-54,5,
-496,-50,31,-457,-34,61,589,-105,92,516,-54,5,
-471,-58,43,-452,-43,54,589,-105,92,516,-54,5,
-466,-70,68,-444,-43,54,576,-108,68,504,-50,22,
-466,-70,68,-444,-50,44,540,-93,61,499,-43,22,
-517,-61,83,-443,-50,49,540,-93,61,499,-43,26,
-540,-50,77,-443,-50,49,514,-83,51,516,-45,35,
-540,-50,77,-452,-53,64,486,-91,51,524,-45,35,
-508,-48,71,-456,-29,45,486,-91,59,524,-65,72,
-473,-57,65,-456,-29,45,482,-92,76,531,-77,82,
-473,-57,65,-478,-24,24,504,-92,76,531,-77,82,
-457,-82,36,-491,-41,14,504,-112,78,527,-67,77,
-466,-91,36,-491,-41,14,504,-131,52,509,-51,59,
-466,-91,23,-468,-46,13,494,-131,52,501,-51,59,
-471,-68,42,-467,-54,15,494,-130,47,501,-33,30,
-466,-63,42,-467,-54,15,522,-113,84,497,-56,40,
-466,-63,35,-457,-58,-9,522,-113,84,497,-56,40,
-441,-54,10,-440,-54,-11,557,-96,94,519,-73,54,
-436,-54,10,-440,-54,-11,548,-114,90,535,-38,61,
-436,-59,24,-432,-64,14,548,-114,90,535,-38,61,
-453,-68,62,-431,-60,25,537,-125,81,520,-12,54,
-454,-68,62,-431,-60,25,532,-105,74,499,-25,35,
-454,-39,57,-447,-35,14,532,-105,74,499,-25,35,
-445,-21,17,-457,-30,13,539,-102,80,497,-43,19,
-445,-21,17,-457,-30,13,553,-107,93,509,-27,5,
-434,-47,10,-462,-31,25,553,-107,93,509,-27,5,
-442,-78,24,-442,-34,31,552,-93,105,501,-22,12,
-442,-78,24,-442,-34,31,559,-73,101,500,-36,5,
-453,-70,55,-433,-26,24,559,-73,101,500,-36,5,
-438,-55,35,-444,-22,24,562,-80,83,497,-42,-8,
-438,-55,35,-444,-22,23,550,-100,75,502,-45,-1,
-424,-60,-26,-440,-30,36,550,-100,75,502,-45,-1,
-424,-62,-9,-441,-27,23,545,-122,80,520,-49,16,
-448,-45,36,-457,-37,20,570,-122,89,498,-44,36,
-429,-45,36,-457,-37,25,550,-106,80,509,-49,20,
-429,-31,42,-494,-40,18,550,-106,80,509,-49,20,
-423,-21,64,-511,-42,27,522,-86,57,517,-51,19,
-447,-35,78,-497,-46,35,522,-79,69,511,-46,2,
-464,-47,65,-497,-46,35,551,-93,94,512,-46,-6,
-464,-47,65,-496,-48,29,558,-93,94,512,-46,-6,
-473,-56,30,-490,-59,23,558,-93,83,512,-50,3,
-474,-55,7,-490,-59,23,545,-86,84,509,-39,8,
-474,-55,7,-481,-76,33,545,-86,84,509,-39,8,
-451,-78,70,-470,-66,50,523,-106,78,508,-31,0,
-453,-83,96,-470,-66,50,509,-138,72,507,-24,0,
-453,-83,96,-458,-54,49,506,-137,79,493,-21,0,
-478,-64,64,-453,-58,32,506,-137,79,493,-21,-7,
-489,-88,20,-453,-58,32,498,-110,69,484,-47,-34,
-489,-88,20,-454,-47,40,498,-110,69,484,-47,-34,
-508,-109,-4,-470,-36,44,507,-88,48,503,-57,-36,
-516,-104,23,-470,-36,44,525,-77,48,515,-40,-11,
-516,-104,23,-443,-20,40,525,-77,48,515,-40,-11,
-537,-92,17,-401,-20,31,520,-89,55,500,-44,11,
-547,-114,-5,-417,-39,11,508,-104,64,487,-73,44,
-515,-114,-5,-417,-39,11,525,-114,85,501,-84,66,
-515,-112,13,-427,-71,-15,525,-114,85,501,-84,66,
-493,-77,28,-416,-82,-27,549,-119,62,531,-71,27,
-493,-77,28,-416,-82,-27,554,-128,51,537,-64,6,
-497,-73,32,-420,-55,9,554,-128,51,537,-64,6,
-458,-77,50,-445,-43,23,525,-155,112,526,-48,-4,
-458,-86,52,-460,-33,36,526,-148,94,522,-26,-12,
-467,-80,49,-447,-29,52,526,-148,94,522,-26,-12,
-458,-71,64,-499,-40,52,556,-122,67,520,-22,-36,
-458,-71,64,-499,-40,53,528,-136,70,513,-51,-40,
-477,-74,78,-533,-45,37,528,-136,70,513,-51,-40,
-502,-74,65,-494,-45,37,522,-142,94,513,-96,-32,
-502,-74,65,-494,-64,33,554,-148,94,506,-129,-32,
-487,-69,59,-489,-76,54,554,-148,76,506,-129,-32,
-473,-72,69,-496,-52,54,498,-158,58,496,-116,-38,
-473,-72,69,-496,-52,54,498,-158,58,502,-116,-38,
-467,-80,61,-487,-32,54,468,-153,66,502,-49,-38,
-471,-71,47,-485,-41,38,510,-140,73,498,-8,-22,
-471,-71,47,-485,-41,38,510,-140,73,498,-8,-22,
-486,-77,41,-494,-75,17,532,-131,83,519,-26,-30,
-463,-79,61,-494,-75,17,530,-133,74,529,-40,-54,
-463,-79,61,-483,-91,30,530,-133,74,529,-40,-54,
-443,-68,73,-461,-79,46,522,-118,57,510,-59,-59,
-400,-72,53,-461,-79,46,512,-101,62,481,-65,-38,
-400,-72,53,-474,-63,59,512,-101,62,481,-65,-38,
-369,-71,56,-477,-62,75,507,-120,52,471,-25,-5,
-405,-49,56,-477,-62,75,512,-125,57,483,-15,7,
-405,-49,48,-459,-62,51,512,-125,57,483,-15,7,
-462,-11,35,-469,-52,39,540,-121,85,482,-50,-7,
-482,7,35,-469,-52,39,566,-132,92,499,-58,-7,
-482,7,19,-468,-47,44,566,-132,92,499,-58,-7,
-461,-16,12,-445,-39,39,545,-124,92,503,-64,-7,
-441,-16,12,-445,-39,39,523,-101,78,495,-43,-13,
-441,-60,53,-434,-38,37,523,-101,78,495,-43,-13,
