-489,-11,4,-528,-14,13,540,-58,61,541,-55,17,
-425,31,-21,-508,-27,66,497,-86,97,575,-63,-55,
-431,36,-20,-489,-42,137,465,-116,114,591,-55,-118,
-431,36,-20,-455,-40,167,456,-117,135,591,-55,-118,
-467,32,-35,-455,-40,167,456,-117,135,566,-29,-131,
-458,36,-36,-423,-42,148,501,-94,141,540,-23,-85,
-458,36,-36,-423,-33,59,587,-87,111,540,-23,-85,
-410,-2,18,-423,-33,59,587,-87,111,496,-33,25,
-388,-7,65,-430,-32,-34,597,-87,64,458,-16,156,
-388,-7,65,-440,-38,-75,570,-57,27,458,-16,156,
-384,-19,85,-440,-38,-75,570,-57,27,481,23,224,
-402,-46,97,-454,-48,-68,577,-37,9,505,26,224,
-402,-46,97,-432,-55,0,560,-53,4,505,26,212,
-457,-10,90,-432,-55,0,560,-53,4,516,-10,105,
-529,4,90,-396,-36,74,530,-64,18,538,-10,105,
-529,4,64,-389,-34,74,516,-60,18,538,-63,-33,
-583,-11,36,-411,-39,98,483,-54,54,564,-89,-98,
-565,-36,16,-411,-39,123,483,-54,90,566,-91,-122,
-493,-36,16,-444,-32,147,485,-62,94,538,-91,-122,
-493,-54,20,-485,-32,147,527,-62,94,538,-98,-136,
-466,-41,57,-485,-41,133,527,-65,70,541,-86,-143,
-451,-41,57,-526,-71,126,531,-57,82,541,-86,-143,
-451,11,81,-529,-71,126,509,-57,82,565,-99,-120,
-440,54,50,-502,-79,68,516,-73,117,547,-109,-34,
-458,12,-26,-492,-72,-54,529,-51,95,496,-53,119,
-453,-2,65,-440,-75,72,578,-56,85,501,9,-50,
-493,-29,51,-405,-14,191,493,-75,61,517,-9,-135,
-553,-44,36,-404,-13,141,476,-78,64,524,14,-24,
-561,-58,-6,-404,-20,53,484,-83,72,531,24,103,
-511,-67,-38,-472,-16,-17,508,-91,89,518,17,156,
-511,-67,-38,-526,-18,-47,522,-95,87,518,17,156,
-468,-87,-9,-526,-18,-47,522,-95,87,485,14,112,
-441,-90,37,-513,-22,-7,518,-97,66,470,21,29,
-441,-90,37,-488,-21,70,536,-98,50,470,21,29,
-432,-58,55,-488,-21,70,536,-98,50,496,6,-39,
-438,-3,54,-473,-13,103,558,-105,82,515,-25,-81,
-438,-3,54,-444,-3,93,545,-98,110,515,-25,-81,
-440,16,51,-444,-3,93,545,-98,110,513,-43,-55,
-408,-5,27,-437,-34,75,533,-76,107,516,-42,-7,
-408,-5,27,-443,-81,64,536,-71,107,516,-42,-7,
-410,-30,41,-443,-81,64,536,-71,95,521,-38,-4,
-441,-42,83,-449,-71,68,558,-66,64,520,-65,-4,
-441,-42,83,-445,-44,47,561,-66,64,520,-65,4,
-469,1,93,-445,-44,47,561,-41,49,506,-74,63,
-505,3,93,-441,-63,9,546,-43,58,506,-57,63,
-505,3,72,-448,-76,-25,546,-43,58,506,-57,128,
-552,-32,33,-448,-76,-25,530,-47,73,523,-40,141,
-570,-34,-1,-442,-52,-28,522,-26,102,517,-34,85,
-570,-34,-1,-423,-57,-28,522,-26,102,517,-34,85,
-549,-20,-17,-423,-57,18,518,-26,126,541,-63,-30,
-522,-20,-17,-427,-47,88,543,-65,117,576,-63,-30,
-522,-19,1,-448,-3,88,543,-65,117,576,-85,-126,
-493,-25,16,-448,-3,169,564,-96,84,558,-68,-178,
